228 618 692 
230 292 1307 
9 183 189 
464 606 857 
357 1232 1324 
146 843 1193 
723 748 916 
171 684 1102 
358 422 1138 
168 1137 1193 
110 232 966 
181 286 587 
184 235 495 
317 322 783 
393 1029 1060 
273 386 388 
985 1052 1069 
735 1137 1208 
695 801 808 
234 761 1123 
592 884 989 
120 951 965 
756 1179 1184 
66 390 919 
695 1100 1223 
943 1278 1302 
790 834 1175 
380 1073 1219 
383 484 746 
57 1107 1280 
439 881 1298 
31 975 1247 
146 762 1145 
68 414 548 
763 954 1071 
11 944 953 
311 911 1211 
264 718 1237 
532 1044 1111 
331 459 1309 
535 724 1032 
58 861 973 
603 749 1054 
313 712 1187 
526 579 1134 
456 1156 1173 
215 1166 1265 
477 575 1127 
420 1128 1260 
498 1060 1084 
513 572 1125 
347 784 1078 
246 927 1162 
59 457 894 
315 832 864 
408 496 815 
96 388 511 
480 726 949 
48 148 1149 
338 847 971 
638 760 1208 
520 741 774 
265 503 1022 
255 598 905 
101 164 1156 
15 693 1105 
160 951 1033 
38 318 351 
22 113 816 
323 540 703 
579 1190 1310 
118 201 349 
621 710 1178 
363 1010 1246 
314 747 1185 
179 1232 1272 
39 792 947 
235 557 774 
559 984 1185 
806 817 1231 
615 689 1179 
7 867 1268 
84 243 1166 
1086 1102 1138 
10 362 794 
580 733 903 
490 925 1236 
441 732 941 
476 576 973 
512 804 1026 
574 673 916 
177 937 1215 
154 530 1275 
425 697 1037 
108 1124 1144 
77 977 1322 
144 242 357 
458 944 1311 
171 294 436 
23 680 687 
309 737 758 
603 822 1002 
753 1013 1282 
313 587 919 
235 413 431 
325 641 1293 
146 625 1069 
80 88 604 
175 714 868 
134 533 608 
811 1224 1254 
202 645 1155 
358 786 838 
89 660 1256 
224 976 1168 
78 134 694 
281 448 963 
36 533 998 
25 440 910 
473 844 883 
180 832 1248 
378 715 1292 
425 735 1026 
100 134 594 
69 670 769 
548 714 1248 
148 379 1010 
775 1035 1117 
834 1031 1152 
1125 1148 1232 
79 94 330 
51 1235 1285 
42 323 407 
185 212 537 
36 957 1183 
88 235 813 
132 268 897 
364 574 672 
294 657 1175 
653 1255 1282 
637 757 1111 
175 1189 1270 
388 579 589 
619 712 1211 
83 1040 1206 
653 768 1114 
376 850 1246 
318 677 786 
85 232 805 
74 434 814 
50 61 750 
475 905 1231 
773 1193 1207 
10 32 1067 
273 653 1129 
713 1083 1108 
675 1066 1313 
275 520 1043 
170 976 1262 
556 683 1175 
174 208 787 
48 517 964 
90 451 661 
848 899 1236 
113 539 1276 
327 553 1112 
25 46 1057 
268 1145 1244 
44 87 305 
375 560 1131 
115 1035 1283 
65 162 1208 
402 761 1027 
31 1113 1282 
710 735 1305 
142 824 1176 
168 845 993 
300 538 1014 
102 277 777 
233 957 1190 
709 843 1271 
891 1132 1286 
166 448 806 
119 243 483 
7 602 734 
503 577 899 
190 566 1312 
35 501 524 
148 282 915 
168 305 1121 
88 506 556 
174 685 1295 
541 918 923 
486 813 1310 
236 320 1018 
356 1100 1131 
175 1133 1265 
262 272 580 
791 865 1251 
12 288 589 
5 390 1059 
98 348 366 
202 446 1145 
81 1055 1119 
168 399 500 
521 636 928 
98 641 1220 
871 878 1031 
165 625 693 
64 466 1014 
990 999 1229 
189 634 1130 
239 367 1118 
158 838 971 
106 803 1160 
100 112 257 
184 860 912 
135 1086 1322 
508 592 1158 
538 823 918 
230 346 1270 
15 164 1042 
101 1019 1179 
961 1128 1131 
209 262 385 
378 426 699 
2 885 1182 
866 926 1033 
206 364 718 
482 1064 1170 
42 549 574 
271 677 1091 
536 958 999 
95 563 1123 
193 364 405 
505 621 919 
275 350 1311 
39 177 1108 
301 1262 1274 
370 837 1273 
703 905 1112 
24 49 849 
111 605 1281 
894 1288 1325 
672 767 1261 
430 842 893 
488 981 1112 
312 647 1019 
996 1072 1144 
83 253 990 
422 1027 1320 
593 765 1013 
327 674 1013 
98 268 1129 
997 1060 1069 
286 378 909 
82 810 1047 
53 592 1135 
468 531 1210 
876 913 1029 
130 1147 1214 
438 599 739 
109 186 382 
758 1035 1165 
156 1054 1245 
814 864 998 
721 789 1135 
21 179 439 
532 919 1088 
18 250 1147 
689 931 1042 
186 235 304 
479 784 955 
122 564 826 
734 900 1070 
759 805 1212 
669 917 948 
79 334 715 
454 836 1114 
39 734 965 
128 741 1002 
78 790 849 
164 953 1018 
270 706 757 
523 1037 1226 
489 747 1219 
266 270 549 
733 1030 1055 
3 328 805 
94 166 1286 
105 818 844 
73 109 721 
227 450 1262 
345 618 1185 
140 396 900 
569 670 1099 
427 473 614 
237 783 1124 
425 526 1057 
788 1141 1144 
523 678 1296 
127 190 1147 
107 374 1282 
353 623 896 
445 466 694 
172 814 1279 
594 957 1248 
135 423 852 
350 516 657 
388 1047 1114 
251 418 1321 
422 491 883 
513 593 1028 
376 1019 1326 
146 1091 1151 
280 578 1239 
316 578 1290 
133 298 1013 
45 344 995 
999 1260 1286 
201 911 1076 
73 792 1289 
47 181 798 
328 1017 1308 
119 722 886 
1055 1182 1189 
12 564 630 
367 785 1299 
198 225 494 
59 329 784 
142 258 602 
220 284 721 
728 872 1168 
245 852 1324 
295 896 963 
375 800 1295 
637 929 1007 
187 638 1327 
282 1185 1304 
85 328 657 
30 359 1139 
304 366 688 
1121 1193 1273 
191 578 906 
91 860 975 
745 871 1078 
807 869 1118 
612 638 1150 
192 266 958 
185 276 560 
89 109 422 
558 1105 1161 
333 489 1128 
21 106 1001 
462 1026 1139 
294 421 780 
208 246 256 
30 95 814 
26 682 1077 
472 485 1279 
153 446 683 
584 646 1204 
7 396 464 
93 199 1247 
569 712 953 
210 977 1051 
448 938 1002 
218 665 1084 
438 471 965 
91 114 1285 
1 417 743 
119 681 1014 
16 362 398 
499 601 700 
198 437 744 
375 691 907 
328 454 1148 
910 941 1121 
297 995 1268 
337 597 774 
497 820 826 
673 817 1005 
185 621 624 
423 821 1321 
30 320 1093 
314 441 1005 
574 721 1060 
87 367 1253 
848 1102 1136 
620 1175 1229 
934 977 1014 
325 525 1109 
792 1003 1019 
106 328 787 
492 1063 1174 
509 878 1314 
498 511 710 
324 1003 1175 
298 553 635 
635 690 717 
387 898 1279 
402 1034 1148 
721 1162 1298 
680 730 1050 
197 490 965 
957 1215 1280 
364 547 644 
557 732 1049 
898 935 1030 
827 974 1110 
23 899 981 
2 292 579 
48 320 1264 
369 771 851 
205 548 1230 
124 442 1165 
454 485 1215 
116 612 976 
160 784 1271 
214 1003 1126 
386 872 911 
186 591 928 
331 499 783 
274 402 841 
204 443 908 
37 447 988 
191 237 1089 
663 754 1168 
154 476 1303 
996 1015 1295 
805 1076 1138 
373 522 1179 
42 393 1130 
341 768 1225 
85 891 1197 
1 552 726 
671 994 1153 
191 448 1280 
163 962 988 
389 646 951 
417 1185 1232 
188 803 1083 
257 511 583 
481 968 1187 
279 553 1304 
289 498 508 
54 146 1213 
278 423 643 
233 674 1019 
498 675 1326 
57 210 568 
79 269 1182 
118 974 1030 
490 1075 1089 
248 726 1188 
80 292 310 
841 870 1224 
518 1114 1181 
84 355 450 
321 553 871 
125 438 1089 
766 805 1276 
260 1091 1192 
197 497 817 
154 1138 1309 
505 679 997 
589 593 1299 
32 78 277 
85 544 1250 
10 292 894 
117 481 1278 
50 993 1037 
172 404 464 
153 270 787 
143 267 910 
213 341 560 
60 452 542 
106 389 994 
453 1010 1061 
138 868 1254 
272 274 1239 
593 765 1124 
52 171 1250 
524 624 1186 
593 1023 1224 
295 299 594 
932 976 1157 
385 608 891 
813 1314 1321 
194 858 1039 
194 382 953 
118 553 1215 
389 813 1127 
30 65 461 
131 370 948 
252 559 1268 
93 107 945 
524 578 878 
80 263 1179 
138 530 714 
243 481 719 
713 995 1178 
307 683 934 
18 390 439 
81 734 1123 
1035 1118 1241 
207 559 1106 
80 199 218 
18 347 455 
575 1077 1314 
269 1004 1254 
623 652 939 
284 742 1270 
10 539 589 
595 1248 1299 
160 991 1098 
76 274 763 
58 352 720 
258 643 1163 
490 1193 1232 
21 444 1134 
222 600 1144 
198 649 1153 
713 971 1310 
220 605 626 
26 116 550 
26 498 1120 
777 905 1061 
282 707 909 
102 174 379 
487 819 857 
624 677 1266 
19 319 582 
482 623 1094 
54 619 726 
526 592 1288 
657 892 1229 
433 502 1002 
815 1137 1290 
193 625 654 
104 349 482 
414 1202 1267 
249 284 940 
162 996 1133 
282 393 924 
886 998 1291 
527 851 975 
54 418 459 
96 836 1217 
66 1081 1178 
467 497 930 
141 313 811 
391 406 1007 
155 299 430 
145 777 1176 
33 266 553 
558 767 1117 
141 758 950 
5 450 570 
163 316 519 
684 1249 1283 
233 748 1095 
110 264 487 
181 572 1197 
77 426 1107 
832 1131 1288 
10 921 1306 
103 755 1188 
187 480 821 
797 1182 1292 
54 922 975 
518 932 1319 
48 392 650 
33 240 1039 
328 495 1116 
128 357 585 
832 933 1224 
156 901 1204 
167 423 582 
425 806 1035 
207 413 1187 
450 1161 1184 
83 808 1008 
753 891 993 
72 403 1276 
119 1241 1291 
104 1246 1262 
337 716 1109 
1 282 708 
326 912 1244 
12 584 1012 
477 683 1034 
67 363 454 
513 786 1079 
27 708 875 
394 526 559 
424 514 628 
127 156 181 
236 612 1287 
520 1003 1285 
510 1179 1317 
1128 1252 1306 
146 479 531 
554 861 1200 
542 645 819 
363 617 785 
274 461 714 
395 787 949 
291 841 946 
116 300 1223 
286 608 687 
140 171 1249 
723 1154 1251 
165 201 926 
218 391 708 
456 1218 1256 
119 368 503 
331 972 1232 
32 581 908 
474 770 1117 
334 530 1323 
365 615 630 
531 1003 1105 
453 634 752 
282 284 333 
106 533 1107 
311 864 1239 
170 219 765 
33 1056 1276 
62 83 1048 
173 973 1272 
299 1187 1244 
575 644 956 
35 403 1081 
202 769 1221 
388 653 880 
215 341 1289 
181 626 1244 
234 489 940 
42 903 922 
933 989 1307 
443 651 1215 
644 960 1193 
40 665 683 
442 780 1024 
347 579 1257 
373 703 958 
454 493 544 
120 235 325 
681 909 1014 
408 548 599 
313 1101 1263 
489 1084 1164 
169 180 392 
193 375 964 
21 1176 1194 
322 605 618 
106 314 342 
375 653 696 
604 1185 1217 
312 377 478 
205 214 589 
192 744 1207 
474 672 1295 
174 380 832 
234 588 925 
223 671 1321 
465 483 933 
649 754 968 
638 858 1271 
555 594 1017 
312 345 378 
272 918 1304 
213 788 1259 
776 921 1100 
224 880 971 
374 910 1013 
70 221 330 
16 229 576 
8 163 1292 
273 573 590 
306 554 1142 
856 1091 1179 
141 341 1317 
394 579 941 
339 974 1096 
1023 1170 1324 
315 561 1323 
73 553 1286 
120 653 833 
54 118 519 
470 980 1013 
1213 1244 1268 
280 754 1170 
190 490 1321 
143 196 1271 
34 196 1108 
185 540 1165 
1007 1251 1270 
64 812 856 
165 428 553 
683 907 969 
182 316 537 
237 404 494 
110 261 594 
28 211 878 
680 833 1117 
624 976 1317 
339 375 1239 
84 195 1305 
158 579 856 
86 117 440 
542 574 927 
509 856 1219 
807 918 1256 
653 936 1134 
10 216 1246 
360 731 1039 
297 756 888 
485 651 751 
135 1095 1127 
401 600 818 
726 848 1134 
62 639 846 
551 730 856 
558 647 905 
690 883 1076 
321 582 827 
76 552 806 
477 711 774 
560 653 744 
471 773 1174 
548 941 958 
1070 1150 1161 
174 226 1079 
342 1102 1151 
210 1070 1075 
67 221 521 
322 1095 1205 
43 1167 1312 
240 658 1221 
338 537 680 
153 351 1077 
17 243 913 
138 426 969 
621 766 971 
572 1055 1076 
305 804 916 
130 360 592 
22 399 565 
636 1160 1209 
26 511 875 
236 721 887 
203 844 1234 
56 537 651 
689 867 957 
189 301 664 
695 1128 1140 
131 143 379 
352 455 653 
18 609 1322 
246 1041 1234 
37 505 919 
303 809 1228 
319 393 513 
232 775 1020 
94 577 856 
8 564 1288 
602 922 1183 
586 648 1060 
477 976 1147 
349 616 680 
209 322 681 
135 462 1173 
103 223 1172 
81 825 1312 
1160 1268 1275 
78 750 943 
196 285 843 
40 810 1043 
606 1227 1285 
513 1025 1259 
157 220 995 
67 188 575 
197 575 772 
389 913 1170 
855 899 972 
466 1236 1266 
194 526 803 
113 442 997 
57 215 735 
118 198 468 
263 349 1245 
92 935 1236 
434 1244 1254 
396 843 867 
392 624 983 
201 267 1015 
91 257 563 
335 852 860 
947 974 1179 
653 821 1246 
124 503 1296 
608 961 1214 
408 737 790 
72 798 1084 
477 652 894 
127 475 494 
989 1075 1150 
28 80 1126 
53 137 786 
155 886 954 
47 493 1148 
380 438 625 
361 489 765 
55 154 410 
134 912 1221 
754 797 1086 
14 215 1103 
514 958 1236 
147 295 1073 
28 302 917 
99 242 789 
174 572 1209 
620 903 945 
260 1013 1279 
542 712 995 
523 674 1029 
649 970 1017 
23 130 1073 
102 290 924 
126 1010 1281 
188 545 707 
27 912 1309 
419 645 1305 
169 340 405 
529 665 813 
73 655 1150 
85 759 1299 
1187 1210 1276 
110 183 948 
128 481 1235 
179 192 443 
241 729 1159 
194 583 605 
845 970 1256 
304 1151 1156 
199 259 1135 
257 609 968 
341 848 998 
419 804 1076 
618 1127 1306 
140 1010 1142 
43 282 1067 
258 553 1257 
328 573 1320 
2 822 962 
930 964 1185 
122 220 647 
21 165 1014 
655 659 861 
384 930 1025 
205 296 492 
157 870 1324 
461 506 740 
93 778 1008 
140 533 908 
9 719 1168 
428 797 1113 
139 171 191 
55 411 477 
114 309 967 
426 615 640 
371 1099 1327 
299 1005 1129 
147 304 659 
457 653 784 
223 417 1102 
237 240 1076 
385 1142 1200 
52 240 1275 
724 817 1006 
994 1104 1144 
147 373 471 
764 822 957 
80 294 590 
6 1043 1310 
204 578 1159 
198 214 335 
382 399 750 
406 650 802 
538 959 971 
622 822 1265 
337 634 812 
120 264 721 
522 754 837 
44 230 335 
475 593 806 
219 328 517 
775 1139 1248 
114 857 1239 
763 1212 1231 
697 925 1088 
39 233 1008 
723 929 1264 
11 353 730 
731 776 1162 
152 978 1138 
89 457 812 
180 446 1241 
128 477 1270 
51 89 852 
19 166 1013 
65 150 816 
685 698 906 
91 460 1125 
289 401 791 
449 490 990 
39 121 665 
22 87 691 
491 812 1000 
438 496 1200 
180 253 273 
12 1022 1116 
252 922 1297 
440 452 911 
754 864 981 
374 890 1197 
245 484 585 
262 628 840 
550 1095 1190 
596 884 1223 
138 388 722 
729 740 824 
25 102 631 
545 1134 1186 
454 649 756 
247 811 897 
344 675 1292 
339 398 1168 
514 590 1105 
217 357 691 
695 1120 1310 
43 505 587 
67 420 534 
638 1150 1206 
465 698 1113 
1077 1122 1127 
121 396 721 
35 38 308 
72 996 1056 
223 777 1220 
304 468 940 
859 971 1146 
301 571 1117 
381 586 1138 
260 523 585 
425 971 1078 
940 970 975 
2 254 941 
185 310 445 
141 156 1184 
62 388 1266 
22 492 1231 
72 669 1214 
558 704 1235 
303 928 1234 
501 840 1311 
348 482 613 
901 1034 1179 
796 1018 1044 
8 623 684 
263 465 1294 
331 352 748 
533 851 943 
18 832 1100 
82 89 738 
497 1007 1323 
92 875 1228 
224 917 1144 
68 104 849 
558 891 967 
995 1101 1285 
274 686 1308 
396 827 914 
498 1083 1153 
206 328 1297 
89 612 815 
230 404 1114 
220 455 812 
19 157 702 
311 669 879 
102 1073 1257 
464 601 1069 
423 540 1000 
547 1257 1258 
91 649 1130 
940 971 1106 
112 525 627 
16 305 912 
687 1003 1315 
894 1205 1218 
382 670 958 
154 446 1271 
369 720 876 
879 965 1167 
628 1141 1211 
364 643 650 
145 588 734 
26 482 616 
362 1025 1289 
78 1226 1294 
126 621 740 
128 787 1114 
158 1142 1169 
43 242 1057 
464 940 1035 
291 574 849 
770 1008 1033 
382 590 1115 
86 306 910 
325 1173 1194 
628 839 1260 
24 997 1126 
49 658 912 
66 610 1218 
31 106 1049 
127 967 1050 
169 611 1203 
29 148 737 
258 620 1210 
9 922 1104 
445 711 1273 
173 840 1082 
218 580 1038 
356 736 1046 
207 263 1309 
404 625 945 
228 368 771 
484 796 1000 
48 105 574 
91 518 662 
282 592 1153 
503 828 1292 
223 324 856 
325 430 458 
50 695 709 
564 1027 1132 
145 269 604 
563 872 1301 
59 746 1270 
1025 1134 1272 
13 661 1167 
371 852 1261 
432 498 1030 
